45839 45669 59963 121773 145166
bomb 4 2 0 0 1
blow 4 1 1 1 0
biopool 0 0 0 7 0
billboard 0 0 0 7 0
bernstein 2 0 0 0 5
beneficiari 1 1 1 0 4
belong 1 1 0 4 1
beet 0 4 0 3 0
beauti 0 0 0 6 1
barber 2 0 0 0 5
barbara 1 0 0 6 0
azzam 0 0 7 0 0
avert 4 2 1 0 0
attitud 1 1 4 1 0
atico 0 0 0 5 2
atcor 0 0 0 0 7
arrear 0 0 7 0 0
argyl 0 0 0 6 1
aqazadeh 7 0 0 0 0
anonym 0 0 1 6 0
anderson 0 0 0 7 0
analyt 0 0 0 2 5
aluminum 0 0 0 4 3
allwast 0 0 0 7 0
alitalia 0 0 0 0 7
alabama 1 1 0 4 1
akron 0 0 0 7 0
ajinomoto 0 0 0 7 0
aircal 0 0 0 7 0
accuray 0 0 0 2 5
accordingli 0 0 2 3 2
abdulaziz 7 0 0 0 0
abbett 0 0 0 0 7
zier 0 0 0 0 6
yearonyear 3 0 0 0 3
xp 0 0 0 6 0
xiamen 0 0 0 0 6
xerox 0 0 0 6 0
wouldnt 0 1 1 2 2
wortv 0 0 0 6 0
wolverin 0 0 0 5 1
wine 0 1 0 4 1
wil 0 1 2 2 1
wiggin 0 0 0 0 6
wiehn 0 0 0 0 6
wi 0 0 0 5 1
wessanen 0 0 0 0 6
weapon 0 0 1 4 1
wash 0 1 0 4 1
volkswagen 0 0 1 2 3
vari 0 5 0 0 1
unsecur 1 0 0 1 4
unprofit 0 0 0 1 5
unoffici 0 3 2 1 0
unnam 1 0 0 5 0
underwritten 0 0 0 4 2
underperform 0 0 0 0 6
unaccept 1 0 3 2 0
tseng 0 0 0 0 6
tripl 1 1 2 0 2
tractor 0 0 0 1 5
tract 6 0 0 0 0
town 3 0 1 1 1
tonka 0 0 0 0 6
tone 2 2 1 0 1
tinker 0 2 4 0 0
tighter 1 3 2 0 0
ticket 0 0 0 5 1
tian 0 2 4 0 0
threeway 0 0 0 6 0
thereaft 0 1 0 3 2
theater 0 0 0 6 0
texstyren 0 0 0 3 3
tertiari 2 0 4 0 0
teleglob 0 0 0 6 0
techniqu 3 2 0 0 1
taxabl 0 0 0 0 6
tap 3 0 2 1 0
tank 3 1 0 2 0
synthet 6 0 0 0 0
swissair 0 0 0 0 6
sunshin 0 2 0 0 4
suchard 0 0 0 2 4
succe 1 0 0 5 0
submers 0 0 0 6 0
stripper 6 0 0 0 0
strenger 0 0 0 0 6
stephen 1 0 2 3 0
stapl 1 2 0 0 3
staley 0 3 0 1 2
spartech 0 0 0 0 6
spare 2 2 0 2 0
smithson 0 0 0 6 0
slowdown 1 0 4 0 1
slim 0 0 5 1 0
slate 0 0 0 5 1
slash 1 3 1 0 1
sindt 0 6 0 0 0
silkworm 6 0 0 0 0
siew 0 0 6 0 0
shutin 6 0 0 0 0
shorten 0 1 1 3 1
shore 1 0 1 2 2
shoot 3 1 1 0 1
seton 0 0 0 6 0
seng 0 0 0 2 4
seminar 4 0 1 0 1
seizer 0 0 0 6 0
scrubber 0 0 0 0 6
scime 0 0 0 6 0
samuel 0 0 0 5 1
salant 0 0 0 0 6
saito 0 0 6 0 0
roy 1 0 0 0 5
roxi 5 0 0 0 1
rouen 0 6 0 0 0
road 0 2 0 1 3
rilwanu 6 0 0 0 0
richardson 0 0 0 2 4
rent 1 2 2 0 1
remind 0 2 3 1 0
rein 0 0 5 0 1
reenter 0 2 4 0 0
reebok 0 0 0 6 0
recaptur 2 1 0 1 2
rationalis 1 0 0 1 4
ramon 0 0 0 5 1
rail 0 1 0 3 2
rabbit 0 0 0 6 0
quantum 0 0 2 4 0
quantifi 0 0 2 1 3
psycholog 1 0 5 0 0
propertycasualti 0 0 0 0 6
proforma 0 0 1 1 4
profil 0 1 2 1 2
printer 0 0 0 3 3
predecessor 0 0 1 1 4
preclud 0 1 1 2 2
powder 1 0 2 3 0
pork 2 2 1 1 0
pois 2 1 1 0 2
plea 3 0 2 1 0
physician 0 0 0 3 3
pharmacia 0 0 0 0 6
ph 0 2 0 2 2
penetr 1 0 0 2 3
path 2 0 3 1 0
papyru 0 0 0 6 0
page 1 0 0 3 2
overse 1 1 0 1 3
overproduct 5 1 0 0 0
overhead 0 0 0 3 3
outweigh 1 0 3 1 1
orangeco 0 0 0 6 0
operatorship 6 0 0 0 0
oneforfour 0 0 0 1 5
okay 0 0 0 6 0
ohiobas 0 0 0 5 1
occupi 5 1 0 0 0
occas 0 1 2 3 0
obviou 1 0 3 1 1
numer 0 1 0 4 1
np 4 0 0 0 2
notifi 2 2 0 1 1
nortek 0 0 0 5 1
norgold 0 0 0 6 0
norg 4 0 0 2 0
nordbanken 0 0 0 6 0
norcen 0 0 0 0 6
noranda 0 0 0 6 0
noon 0 0 5 0 1
nonconsolid 0 0 0 2 4
noncash 0 0 0 0 6
nl 0 0 0 1 5
nichol 0 0 0 5 1
nevertheless 0 0 3 1 2
neptunia 0 0 0 6 0
negara 0 0 3 3 0
necess 0 1 2 2 1
nearer 1 2 3 0 0
natl 0 2 0 4 0
mulligan 0 6 0 0 0
montagu 0 0 1 5 0
monsanto 0 0 0 6 0
moller 0 0 0 6 0
mlx 0 0 0 5 1
milk 0 5 0 0 1
microfilm 0 0 0 3 3
microchip 0 0 1 5 0
metromail 0 0 0 0 6
meteorologist 0 6 0 0 0
messidor 0 0 0 6 0
mesa 1 0 0 2 3
mere 0 0 2 1 3
mercer 0 0 0 5 1
mediums 0 1 3 1 1
med 2 1 0 0 3
mcdowel 0 0 0 6 0
mccormick 0 0 3 0 3
maxtor 0 0 0 6 0
markka 0 0 3 0 3
marketplac 0 0 2 2 2
mario 0 0 0 6 0
managementl 0 0 0 6 0
magna 0 0 0 5 1
lyon 0 0 0 4 2
lubric 3 0 0 2 1
ltuac 0 0 0 3 3
lttl 0 0 0 4 2
ltsun 4 0 0 1 1
ltstoss 0 0 0 2 4
ltsterl 1 0 0 4 1
ltsociet 0 0 0 5 1
ltsm 0 0 0 6 0
ltsfx 0 0 0 6 0
ltsaudi 0 0 2 0 4
ltpvdc 0 0 0 5 1
ltpsi 0 0 0 1 5
ltpioneer 0 0 0 6 0
ltnor 0 0 0 6 0
ltmt 0 0 0 5 1
ltmorgan 0 0 1 2 3
ltmer 0 0 0 6 0
ltkokusai 0 0 0 6 0
ltitsut 0 0 0 6 0
ltheng 0 0 0 3 3
ltguinl 0 0 0 5 1
ltgener 0 0 0 5 1
ltfairchild 0 0 0 6 0
ltey 0 0 0 3 3
ltdow 0 0 0 3 3
ltdi 1 0 0 4 1
ltcrk 0 0 1 0 5
ltchv 6 0 0 0 0
ltcdn 0 0 0 6 0
ltcbkgf 0 0 1 3 2
ltbrkn 0 0 0 3 3
ltbrierley 0 0 0 6 0
ltbanco 0 0 0 6 0
ltarc 3 0 0 1 2
ltab 0 0 0 4 2
longerterm 1 0 4 0 1
loh 0 0 0 0 6
ln 0 0 0 1 5
llc 0 0 0 0 6
leon 5 0 0 1 0
length 1 0 1 3 1
leasehold 1 0 0 3 2
leaf 0 1 0 5 0
le 0 0 0 5 1
ldbrinkman 0 0 0 5 1
laroch 0 0 0 6 0
landslid 6 0 0 0 0
lamborghini 0 0 0 6 0
lago 5 0 1 0 0
lace 0 0 0 6 0
knoll 0 0 0 6 0
kloeckner 0 0 0 0 6
kilo 0 6 0 0 0
kgaa 0 0 0 5 1
kernel 0 6 0 0 0
kelman 0 0 0 6 0
keidanren 0 0 2 4 0
kcbt 0 6 0 0 0
karl 0 0 6 0 0
kappa 0 0 0 6 0
kadoori 0 0 0 6 0
jp 0 0 0 0 6
journal 1 0 0 4 1
jm 0 0 0 6 0
itoh 0 0 0 6 0
irvin 0 0 0 6 0
interlink 0 0 0 6 0
intang 0 0 0 1 5
inl 0 0 0 6 0
ingredi 0 0 0 6 0
infring 1 0 0 5 0
imposit 1 0 4 0 1
id 0 3 3 0 0
hydroelectr 0 2 0 2 2
hydro 6 0 0 0 0
hydraul 1 0 0 0 5
hre 0 0 0 0 6
hovnanian 0 0 0 0 6
hoar 0 0 2 1 3
hillsdown 0 0 0 2 4
heymann 0 0 0 0 6
henan 0 6 0 0 0
hemdal 0 0 0 6 0
helm 0 1 0 3 2
hawkin 0 0 0 6 0
harvard 1 0 0 3 2
harlow 0 0 0 0 6
harbour 2 1 0 2 1
hapaglloyd 0 0 0 6 0
hammer 0 1 0 5 0
hackmann 0 6 0 0 0
guardian 0 0 0 1 5
guangdong 0 5 1 0 0
gtx 0 0 0 6 0
grossli 0 0 3 3 0
graviti 5 1 0 0 0
grangemouth 6 0 0 0 0
goodwil 0 0 0 1 5
gillett 0 0 0 6 0
genet 0 0 0 2 4
gartner 0 0 0 4 2
gabon 6 0 0 0 0
furnac 0 0 0 3 3
fumio 0 0 0 6 0
freefal 0 0 6 0 0
frazier 0 6 0 0 0
fountain 0 0 0 6 0
forma 0 0 0 2 4
forego 0 6 0 0 0
flyr 0 0 0 0 6
flank 6 0 0 0 0
fiveforfour 0 0 0 1 5
fin 0 0 0 0 6
filter 0 0 0 5 1
ferri 0 0 0 2 4
fend 0 0 0 5 1
fellow 4 0 0 0 2
fec 0 0 6 0 0
febr 6 0 0 0 0
father 0 0 3 3 0
excit 1 1 0 2 2
erod 0 4 0 0 2
ericsson 0 0 0 6 0
endjanuari 1 0 0 1 4
empti 0 5 0 0 1
emhart 0 0 0 0 6
editor 1 0 0 5 0
ecopetrol 6 0 0 0 0
eat 0 3 3 0 0
earth 1 1 0 2 2
eagl 1 0 0 2 3
dresser 3 0 0 0 3
downtown 0 0 0 4 2
display 0 0 1 5 0
diseas 0 4 0 2 0
disagre 1 1 2 2 0
depositari 0 0 0 3 3
delor 0 0 2 4 0
dealt 2 2 2 0 0
dead 3 2 1 0 0
dca 0 0 0 6 0
cytrx 0 0 0 6 0
cushion 1 0 5 0 0
cruz 6 0 0 0 0
cruis 0 0 0 4 2
cri 0 0 0 0 6
cpl 0 0 0 0 6
coupon 1 0 3 2 0
counselor 0 6 0 0 0
cote 2 0 0 4 0
corpu 4 0 0 2 0
cordero 6 0 0 0 0
converg 0 0 3 2 1
contractu 2 1 0 3 0
contel 0 0 0 2 4
conn 1 0 0 5 0
conder 0 0 0 6 0
conced 0 0 3 1 2
computer 0 0 0 2 4
companyown 0 0 0 2 4
commission 2 2 0 2 0
collater 0 0 2 1 3
cocoa 0 6 0 0 0
cme 0 0 6 0 0
cleanup 0 0 0 1 5
citadel 0 0 0 6 0
cincinnati 0 3 0 3 0
christi 4 0 0 2 0
chinesemad 6 0 0 0 0
chernobyl 0 4 1 0 1
chavin 0 0 0 6 0
character 1 0 0 3 2
chamber 1 0 3 0 2
centel 0 0 0 1 5
cavendish 0 0 0 0 6
catena 0 0 0 0 6
carteret 0 0 0 6 0
carryov 0 2 0 0 4
caribbean 6 0 0 0 0
careplu 0 0 0 5 1
canal 0 4 0 0 2
calgari 1 0 0 3 2
caledonian 0 0 0 4 2
cablevis 0 0 0 6 0
burger 0 0 0 3 3
buckstein 0 0 0 6 0
btr 0 0 0 5 1
bristolmy 0 0 0 5 1
brewer 0 0 0 4 2
brasil 3 0 2 0 1
bradley 0 0 0 0 6
box 0 0 0 3 3
bombay 0 0 0 4 2
boe 0 0 0 2 4
blue 0 0 0 5 1
berri 0 0 0 6 0
bellsouth 0 0 0 4 2
beecham 0 0 0 6 0
beall 0 0 0 0 6
bauxit 0 0 0 0 6
barreto 0 6 0 0 0
bangemann 0 0 6 0 0
bamberg 0 0 0 6 0
baghdad 5 0 0 0 1
bach 1 1 0 2 2
ax 0 0 0 0 6
automak 0 0 0 4 2
auster 6 0 0 0 0
aug 0 0 0 0 6
assert 1 0 1 4 0
asea 0 0 0 1 5
arizona 0 0 0 6 0
arb 0 0 0 0 6
arabl 0 6 0 0 0
anniversari 0 0 2 1 3
ankara 6 0 0 0 0
anglo 0 0 0 1 5
andrew 1 0 2 3 0
amylum 0 0 0 6 0
ampl 1 3 0 0 2
amcast 0 0 0 4 2
amb 0 0 0 0 6
alsabah 6 0 0 0 0
allen 1 3 0 2 0
alkhalifa 6 0 0 0 0
al 2 0 0 0 4
aetna 0 0 0 6 0
adequaci 0 0 1 2 3
acid 1 0 0 4 1
accus 1 1 1 2 1
accur 2 2 0 0 2
abus 0 1 1 3 1
abund 2 3 1 0 0
abn 0 0 1 0 5
yu 0 0 5 0 0
yergin 5 0 0 0 0
wtd 0 0 0 3 2
wonder 1 0 0 2 2
women 0 0 1 3 1
witter 1 0 1 2 1
wipe 0 0 1 0 4
winthrop 0 0 0 3 2
wilshir 0 0 0 5 0
willcox 0 0 0 3 2
whitehal 3 0 0 1 1
wellemey 5 0 0 0 0
weiss 0 0 0 1 4
wei 0 3 0 0 2
weatherford 0 0 0 0 5
wealthi 1 0 0 4 0
wca 0 0 0 5 0
waterman 0 0 0 5 0
warrington 0 0 0 5 0
walbro 0 0 0 0 5
vorm 0 5 0 0 0
vertex 0 0 0 4 1
verhofstadt 0 0 0 5 0
vendex 0 0 0 5 0
varian 0 0 0 5 0
variabl 3 1 1 0 0
vancouv 0 0 0 2 3
validli 0 0 0 5 0
usdanoaa 0 5 0 0 0
upset 0 1 3 1 0
unwil 2 0 2 0 1
unwant 0 0 0 5 0
unstabl 0 0 4 1 0
unrealist 0 1 4 0 0
unproduct 0 0 0 4 1
unlist 0 0 0 4 1
unitel 0 0 0 5 0
unemploy 0 1 4 0 0
uneconom 3 0 0 0 2
undevelop 3 0 0 1 1
underpin 0 2 2 0 1
underground 3 0 0 2 0
unaudit 1 0 0 0 4
twelv 0 0 1 0 4
tricil 0 0 0 3 2
tricentrol 1 0 0 0 4
transpond 0 0 0 0 5
trailer 0 0 0 4 1
trademark 0 0 0 4 1
tourist 0 0 3 0 2
tokheim 0 0 0 0 5
tofutti 0 0 0 0 5
timber 1 0 0 1 3
tietmey 0 0 5 0 0
throw 0 0 3 1 1
theyv 0 1 2 2 0
theme 0 0 1 4 0
telxon 0 0 0 0 5
telephoniqu 0 0 0 5 0
teck 0 0 0 5 0
tc 0 1 0 0 4
taqi 5 0 0 0 0
tape 0 0 0 3 2
tanzania 0 5 0 0 0
tandi 0 0 0 2 3
tampa 0 0 0 5 0
takefman 0 0 0 0 5
taikoo 0 0 0 0 5
synergi 0 0 0 5 0
sword 0 0 0 5 0
suspect 1 0 1 3 0
surpass 0 3 0 0 2
sumner 0 0 0 5 0
sugarcan 0 5 0 0 0
subproduct 0 5 0 0 0
subpoena 0 0 0 5 0
submiss 1 3 0 1 0
su 0 0 2 3 0
style 1 0 1 2 1
stuttgart 0 0 0 0 5
straight 1 1 0 1 2
stow 0 2 0 3 0
stimulu 1 0 4 0 0
steinhardt 0 0 0 5 0
staf 0 0 0 1 4
speaker 4 0 0 1 0
sovereignti 1 0 4 0 0
southland 5 0 0 0 0
southam 0 0 0 5 0
solvex 5 0 0 0 0
solar 0 0 0 4 1
smooth 0 1 4 0 0
slope 5 0 0 0 0
skanska 0 0 0 5 0
sismik 5 0 0 0 0
similarli 1 1 1 2 0
signatur 0 0 2 3 0
sierra 0 0 0 1 4
shirt 0 0 0 5 0
shipyard 0 0 0 0 5
shing 0 0 0 0 5
sheehi 0 0 0 0 5
setasid 0 4 0 0 1
seoul 2 0 2 0 1
selz 0 0 0 0 5
selloff 0 0 1 4 0
seidman 0 0 0 0 5
sealand 0 0 0 3 2
scrip 0 0 0 2 3
schweizerisch 0 0 0 0 5
schultz 0 4 0 1 0
schmidtchiari 0 0 0 0 5
schlang 0 0 0 5 0
sceptr 0 0 0 4 1
scandinavia 0 0 0 4 1
sat 0 0 0 5 0
sanction 1 1 1 1 1
salina 5 0 0 0 0
sage 0 0 0 3 2
safe 2 0 1 1 1
sacrific 4 0 1 0 0
runup 1 2 0 1 1
rude 0 0 5 0 0
rrt 5 0 0 0 0
rotat 0 4 0 1 0
ropak 0 0 0 4 1
robeson 0 0 0 5 0
robertson 0 0 0 5 0
robbin 0 2 0 1 2
rkan 0 5 0 0 0
riyadh 4 0 1 0 0
rite 0 0 0 4 1
richmond 0 0 2 3 0
rexcom 0 0 0 5 0
reseed 0 5 0 0 0
renegoti 0 0 2 2 1
render 0 0 0 5 0
reinsur 0 0 0 2 3
reincorpor 0 0 0 3 2
regent 0 0 0 5 0
reg 0 0 0 0 5
refug 5 0 0 0 0
refriger 0 0 0 3 2
refractori 0 0 0 4 1
redress 0 0 5 0 0
reconsider 0 0 0 5 0
recipi 2 2 0 0 1
recept 0 1 1 2 1
rebuild 0 1 0 4 0
rebuf 0 1 0 4 0
ranger 5 0 0 0 0
ralph 0 4 0 0 1
radiat 0 0 1 3 1
rada 0 0 0 3 2
quixot 0 0 0 5 0
quito 5 0 0 0 0
quantech 0 0 0 0 5
pye 0 3 0 2 0
prudentialbach 0 0 0 3 2
proxmir 0 0 1 4 0
provinci 0 1 0 3 1
proportion 0 0 0 1 4
propan 0 0 0 5 0
proof 0 1 3 0 1
pronounc 3 1 0 0 1
procur 0 0 2 1 2
pretti 1 3 1 0 0
prepay 0 0 1 2 2
ppg 0 0 0 3 2
potato 0 5 0 0 0
polyest 0 0 0 0 5
pollut 0 0 0 1 4
polic 4 1 0 0 0
player 0 0 0 2 3
pittsburgh 0 0 0 3 2
pit 0 2 2 1 0
piec 0 0 0 4 1
pickup 3 1 0 0 1
petrominer 0 0 0 5 0
pest 0 5 0 0 0
pensacola 0 0 0 5 0
penobscot 0 0 0 4 1
peavey 0 5 0 0 0
parsow 0 0 0 5 0
parcel 0 0 0 5 0
pantherella 0 0 0 5 0
panamanian 0 2 0 3 0
palomino 0 0 0 5 0
pagex 0 0 0 5 0
oy 0 0 0 4 1
oxford 0 0 0 3 2
owen 0 0 0 4 1
overdu 0 0 0 1 4
oshman 0 0 0 0 5
orlean 0 5 0 0 0
ordnanc 0 0 0 5 0
oneil 0 0 3 2 0
older 0 2 0 1 2
okeef 0 0 0 5 0
offshoot 2 0 0 2 1
odger 0 0 0 0 5
nylex 0 0 0 5 0
nowak 1 0 0 0 4
noverco 0 0 0 5 0
novel 0 0 0 0 5
northeastern 1 0 0 4 0
nonoper 0 0 0 0 5
non 0 1 0 1 3
nobodi 2 0 2 0 1
nilsson 0 0 0 5 0
nikko 0 0 5 0 0
nic 0 0 5 0 0
newslett 2 3 0 0 0
nervous 0 0 5 0 0
neighbour 3 0 1 1 0
ncr 0 0 0 0 5
ncb 0 0 2 0 3
nbc 1 0 0 3 1
nanc 5 0 0 0 0
murphi 4 0 0 0 1
multiyear 0 4 0 1 0
mulroney 0 0 0 5 0
mti 0 0 5 0 0
morrison 0 0 0 2 3
montana 1 1 0 1 2
monkey 0 0 0 4 1
moin 0 1 0 2 2
mlndlr 0 0 0 5 0
mize 0 0 0 5 0
mixtur 0 0 3 2 0
ministeri 2 2 0 1 0
milan 0 0 0 5 0
mickelberri 0 0 0 3 2
michel 0 0 3 1 1
mge 0 5 0 0 0
mexicano 5 0 0 0 0
metallgesellschaft 0 0 0 4 1
meston 0 0 0 4 1
messag 0 3 1 0 1
merit 0 1 0 4 0
mercuri 0 0 0 0 5
mercal 5 0 0 0 0
men 2 1 0 1 1
mee 5 0 0 0 0
mediq 0 0 0 5 0
measurex 0 0 0 4 1
mdc 0 0 0 2 3
mcv 0 0 0 5 0
mcgill 0 0 0 5 0
mcfarland 0 0 0 5 0
mcdermott 1 0 0 4 0
mccrori 0 0 0 5 0
mccormack 0 0 0 5 0
mcandrew 0 0 0 5 0
mattress 0 0 0 4 1
marriott 0 0 0 5 0
marlin 5 0 0 0 0
maritim 2 0 0 3 0
marietta 0 0 0 4 1
mapl 0 0 0 5 0
manila 0 0 0 5 0
magnitud 1 0 0 1 3
madagascar 3 2 0 0 0
macmillan 1 0 0 0 4
macandrew 0 0 0 3 2
lyle 0 0 0 5 0
lusinchi 5 0 0 0 0
lull 4 0 1 0 0
lufkin 0 0 1 3 1
luckey 0 0 0 1 4
ltwlukl 0 0 0 3 2
ltunion 0 0 0 4 1
lttscol 0 0 0 4 1
ltt 0 0 0 1 4
ltsrd 1 0 0 4 0
ltshc 5 0 0 0 0
ltrev 0 0 0 3 2
ltprogress 0 0 0 5 0
ltpgloa 0 0 0 5 0
ltpep 0 0 0 4 1
ltmrc 0 0 0 1 4
ltmm 0 0 0 3 2
ltmhc 0 0 0 3 2
ltma 0 0 0 1 4
ltkm 0 0 0 2 3
ltklma 0 0 0 5 0
lthillard 0 0 0 4 1
lthex 0 0 0 1 4
ltgm 0 0 0 2 3
ltffmc 0 0 0 4 1
ltelder 0 0 0 4 1
ltek 0 0 0 4 1
lteaf 0 0 0 5 0
ltdmp 0 0 0 0 5
ltdelhi 0 0 0 5 0
ltcsra 0 0 0 5 0
ltcpl 0 0 0 1 4
ltclg 0 0 0 3 2
ltcb 0 0 0 3 2
ltcag 0 0 0 3 2
ltbnr 0 0 0 5 0
ltbkn 0 0 0 2 3
ltbcoml 0 0 0 5 0
ltastral 0 0 0 5 0
ltami 0 0 0 3 2
lone 0 1 0 4 0
lodg 1 2 0 2 0
lock 1 2 1 0 1
livingwel 0 0 0 4 1
liu 1 0 0 0 4
linear 0 0 0 0 5
lightn 0 5 0 0 0
lessor 0 0 0 3 2
lennox 0 0 0 0 5
leiner 5 0 0 0 0
legitim 2 1 0 2 0
lebanon 1 0 2 0 2
leaseway 0 0 0 3 2
lasmo 1 0 0 0 4
lai 0 0 0 5 0
laenderbank 0 0 0 0 5
kuranari 0 0 5 0 0
krung 0 0 0 5 0
krenzler 0 5 0 0 0
knutson 0 0 0 0 5
knowlton 0 0 0 5 0
kirnan 0 0 0 1 4
khj 0 0 0 5 0
kdi 0 0 0 5 0
kahn 0 4 0 1 0
jwt 0 0 0 5 0
jude 0 0 0 0 5
jointventur 1 0 1 0 3
jewelmast 0 0 0 0 5
jenrett 0 0 1 3 1
janeiro 5 0 0 0 0
jamesway 0 0 0 0 5
jacobson 0 0 0 1 4
ive 0 1 2 2 0
isda 0 0 5 0 0
iroquoi 0 0 0 4 1
iri 0 2 0 2 1
iraniraq 5 0 0 0 0
ir 0 0 0 0 5
invok 0 0 4 1 0
inver 0 0 0 5 0
invalid 0 0 0 5 0
invacar 0 0 0 0 5
interfirst 0 0 0 1 4
interf 1 0 0 4 0
intercontinent 0 0 0 5 0
interag 1 3 0 1 0
insituform 0 0 0 4 1
influenti 1 1 2 1 0
inflationari 0 0 5 0 0
ineffect 0 0 4 1 0
indian 3 0 0 2 0
indemnifi 0 0 0 3 2
indebted 0 1 0 3 1
inclin 2 0 3 0 0
impair 0 3 0 0 2
idc 0 0 0 5 0
honour 3 1 0 1 0
homestead 0 0 0 0 5
hog 2 1 0 2 0
hock 0 0 0 4 1
hmo 0 0 0 3 2
hinder 2 0 1 1 1
highlight 1 1 1 0 2
hgca 0 5 0 0 0
hexcel 0 0 0 5 0
hertz 0 5 0 0 0
herstatt 0 0 5 0 0
herbert 0 0 1 1 3
heaviest 0 5 0 0 0
hc 0 0 0 5 0
hazard 0 0 0 4 1
hay 0 2 0 3 0
hawk 3 0 0 2 0
harwood 0 0 5 0 0
hardli 0 0 5 0 0
handler 0 5 0 0 0
hancock 0 0 0 5 0
hambrecht 0 0 0 5 0
halv 0 1 0 2 2
hagu 3 2 0 0 0
gsx 0 0 0 0 5
groceri 0 0 0 3 2
greas 0 0 0 4 1
graven 5 0 0 0 0
governmentown 0 1 2 1 1
gordon 0 0 0 5 0
goldendal 0 0 0 0 5
gobert 2 0 0 3 0
gmbh 0 0 2 2 1
gleason 0 0 0 5 0
gibb 0 0 0 2 3
gestur 0 1 2 0 2
germain 0 0 1 4 0
gerhard 0 0 3 1 1
gerald 0 0 0 3 2
geotherm 0 0 0 0 5
gem 0 5 0 0 0
gaug 0 2 3 0 0
gatt 0 5 0 0 0
gandalf 0 0 0 5 0
furman 0 0 0 0 5
fujian 0 2 1 0 2
ftse 0 0 5 0 0
frick 0 0 0 3 2
freeportmcmoran 0 0 0 1 4
frederick 0 0 0 0 5
fourweek 0 5 0 0 0
fourforthre 0 0 0 1 4
foresman 0 0 0 0 5
foresaw 0 0 1 3 1
foothold 1 0 0 4 0
foothil 0 0 0 0 5
fo 4 0 0 0 1
fnv 0 5 0 0 0
financier 0 0 0 3 2
fibergla 0 0 0 5 0
fetch 1 0 0 4 0
fesharaki 5 0 0 0 0
fertil 0 3 0 1 1
ferdinand 0 0 0 5 0
fda 0 0 0 5 0
fault 1 1 3 0 0
faraway 0 0 0 5 0
eye 0 1 1 0 3
exportimport 2 0 3 0 0
explan 1 0 0 4 0
exhibit 0 0 2 2 1
eurobond 0 0 4 1 0
eskey 0 0 0 5 0
erupt 4 0 0 1 0
equilibrium 0 1 4 0 0
enquiri 1 1 2 1 0
endus 2 1 0 0 2
endfebruari 0 0 3 1 1
enact 1 2 1 1 0
empir 0 0 0 2 3
emerson 0 0 0 2 3
eli 0 0 0 5 0
eleven 3 0 0 1 1
electromed 0 0 0 0 5
electro 0 0 0 0 5
egyptian 2 1 2 0 0
efp 5 0 0 0 0
eduardo 0 0 0 5 0
edouard 0 0 2 3 0
edmonton 3 0 0 1 1
edibl 0 5 0 0 0
eaux 0 0 0 1 4
dwg 0 0 0 4 1
dupont 4 0 0 0 1
dunn 1 0 2 2 0
dumez 0 0 0 5 0
dravo 0 0 0 0 5
dorsey 0 0 0 5 0
dormant 0 5 0 0 0
doortodoor 0 0 0 5 0
domtar 0 0 0 0 5
dm 0 0 5 0 0
dlrshr 0 0 0 4 1
dixi 0 0 0 5 0
dissemin 0 0 0 5 0
dismantl 2 3 0 0 0
disincent 3 0 0 2 0
dinner 0 1 2 2 0
diablo 0 0 0 3 2
devis 2 0 2 1 0
devast 1 2 1 0 1
detroit 0 0 0 4 1
detect 1 1 2 1 0
destock 5 0 0 0 0
der 0 5 0 0 0
deng 0 5 0 0 0
demonstr 1 1 1 2 0
deep 2 1 2 0 0
databas 0 0 0 4 1
danah 0 0 0 0 5
dale 0 3 0 2 0
cyanamid 0 0 0 3 2
creditanstalt 0 0 1 1 3
crash 3 0 2 0 0
craig 0 0 3 2 0
countervail 0 5 0 0 0
counterproduct 0 0 5 0 0
costcut 0 0 0 0 5
corazon 0 0 0 5 0
copi 0 0 0 4 1
convey 0 2 0 3 0
contl 0 0 0 0 5
contin 2 3 0 0 0
confin 2 0 1 0 2
confeder 1 0 2 2 0
con 0 0 0 2 3
compat 1 0 0 3 1
compact 1 0 0 2 2
cominco 0 0 0 3 2
coleman 0 0 0 0 5
coleco 0 0 0 0 5
clorox 0 0 0 5 0
clausen 0 0 0 0 5
classifi 0 0 0 1 4
chung 0 0 5 0 0
christoph 0 1 0 3 1
chri 0 0 4 1 0
chosen 1 0 1 3 0
choke 5 0 0 0 0
chip 0 0 0 4 1
chichi 0 0 0 0 5
chemi 2 0 0 2 1
cheetham 0 0 0 5 0
centurion 0 0 0 5 0
centron 0 0 0 0 5
centerr 0 0 0 5 0
caught 1 0 2 1 1
caterpillar 0 0 0 2 3
castl 0 0 0 2 3
carrol 1 1 0 3 0
carpet 0 0 0 3 2
carniv 0 0 5 0 0
carlo 3 0 0 2 0
captur 0 2 1 0 2
cane 0 5 0 0 0
camp 1 0 0 4 0
camco 0 0 0 3 2
calmar 0 0 0 5 0
californiabas 0 0 0 5 0
bwa 0 0 0 5 0
buoy 0 0 3 1 1
bsn 0 0 0 2 3
bryson 0 0 0 5 0
bro 0 0 0 5 0
braverman 0 0 5 0 0
bracket 0 4 1 0 0
bowl 0 0 0 0 5
borman 0 0 0 3 2
borg 0 0 0 5 0
bold 2 0 0 2 1
bois 0 0 0 5 0
boddington 0 0 0 0 5
bob 1 3 0 1 0
bloch 0 0 0 0 5
biscuit 0 0 0 1 4
biltmor 0 0 0 5 0
bilion 1 0 0 1 3
