359 428 535 1617 2848
ba 0 0 0 1 2
baa 0 0 0 5 0
baath 2 0 0 0 0
babcock 0 0 0 0 11
babi 0 0 0 1 1
babylon 0 0 0 1 0
bach 1 1 0 2 2
back 26 25 51 52 28
backbon 0 0 0 1 0
backdrop 1 0 1 0 0
backer 0 0 0 2 0
background 1 0 0 0 0
backlash 0 0 0 1 0
backlog 0 0 0 2 28
backward 0 0 1 0 0
bacon 0 0 0 0 1
bacteria 0 1 0 0 0
bad 3 6 5 4 18
baddebt 0 0 0 0 3
badli 3 5 0 0 2
bae 1 1 0 0 2
baffl 0 0 0 1 0
bag 0 2 0 0 0
baghdad 5 0 0 0 1
bahama 0 0 0 1 0
bahamasbas 0 0 0 2 0
bahar 1 0 0 0 0
bahia 0 3 0 0 0
bahrain 6 0 23 0 0
bahrainbas 0 0 2 0 0
baht 0 0 0 4 0
baie 0 0 0 2 0
baii 0 0 0 4 0
bail 0 0 0 1 0
bailli 0 0 0 0 2
bailout 0 0 0 0 1
baird 2 0 0 30 0
bak 0 0 1 0 0
bake 0 0 0 2 2
bakelit 0 0 0 3 0
baker 7 1 132 80 2
bakerchung 0 0 1 0 0
bakerhugh 0 0 0 4 0
bakeri 0 0 0 2 2
bakersfield 0 0 0 1 0
balaclava 0 0 0 2 0
balanc 17 16 55 34 60
balanced 0 0 0 1 0
balao 13 0 0 0 0
baldridg 0 0 0 1 0
baldrig 0 0 6 20 0
baldwin 0 0 1 1 0
baldwinunit 0 0 0 0 1
bale 0 8 0 0 0
balfour 0 1 0 0 0
balk 0 0 0 2 0
ball 1 0 0 3 0
balladur 0 0 2 3 0
balli 0 0 0 16 12
balloon 0 0 0 1 0
balmer 0 0 0 0 1
balnc 0 0 1 0 0
baltek 0 0 0 0 1
baltic 2 6 0 3 0
baltimor 0 1 0 3 0
baltnor 0 1 0 0 0
balzac 0 0 0 4 0
bamberg 0 0 0 6 0
ban 7 6 0 2 2
banc 0 0 0 1 1
banca 0 0 0 0 3
bancair 0 0 1 0 3
bancario 0 0 0 1 0
bancgroup 0 0 0 3 1
banco 3 0 2 2 4
bancorp 0 0 0 43 29
bancorpart 0 0 0 1 0
bancorpor 0 0 0 2 2
bancroft 0 1 0 21 0
bancshar 0 0 0 14 9
band 0 1 107 1 0
bang 0 0 0 0 1
bangemann 0 0 6 0 0
bangkok 0 0 0 1 0
bangladesh 0 14 0 0 0
bangor 0 0 0 0 1
banist 0 0 0 2 0
bank 85 5 1352 598 572
bankamerica 0 0 2 21 17
bankcanada 0 0 0 0 3
bankcard 0 0 0 0 1
bankeast 0 0 0 4 0
banker 15 0 85 31 18
bankfidel 0 0 0 2 0
bankfund 1 0 0 0 0
bankgalleria 0 0 0 1 0
bankhau 0 0 0 5 0
bankhold 0 0 0 0 1
bankier 0 0 0 0 2
banknot 0 0 0 0 1
bankrupt 0 0 0 4 0
bankruptci 8 0 0 16 17
bankshar 0 0 0 2 0
banksouth 0 0 0 1 0
banmil 0 0 0 1 0
banner 0 0 0 19 0
banqu 1 0 2 8 1
banquet 0 0 2 0 0
bao 0 1 0 0 0
bar 1 2 3 8 1
barbara 1 0 0 6 0
barber 2 0 0 0 5
barbosa 1 0 0 0 0
barclay 0 0 2 2 1
bard 0 0 0 2 0
bare 1 2 7 0 2
barent 2 0 0 0 0
barg 0 14 0 0 0
bargain 1 0 2 5 1
barit 1 0 0 0 0
barker 0 0 0 5 0
barlett 0 0 0 1 0
barley 0 106 0 0 0
barn 0 0 0 0 8
barney 3 0 7 5 4
baromet 1 1 0 0 0
baron 0 2 0 0 0
barrel 467 0 3 10 11
barreto 0 6 0 0 0
barrick 0 0 0 5 0
barrier 1 4 11 4 0
barring 0 0 0 0 1
barro 0 1 0 0 0
barter 1 0 0 0 2
bartlett 0 0 0 3 0
baruchfost 0 0 0 0 1
barwon 0 0 0 10 0
base 36 32 61 123 66
baseless 5 0 0 0 0
basemet 0 0 0 1 0
basf 0 0 0 0 16
basi 5 17 25 56 53
basic 3 10 13 6 15
basin 17 2 0 5 5
basiu 0 0 0 1 0
basix 0 0 0 0 1
basket 0 3 17 0 0
basl 0 0 0 1 1
bass 8 0 0 45 2
basss 0 0 0 2 0
bat 0 0 0 0 19
bata 0 0 1 0 0
bate 0 0 0 2 0
bath 0 0 1 0 1
batter 0 0 2 0 0
batteri 2 0 0 14 1
battl 4 2 2 15 1
battlefield 1 0 0 0 0
batu 0 0 0 0 1
bauer 0 0 0 2 0
baulk 0 1 0 0 0
baur 0 0 0 3 0
bauxit 0 0 0 0 6
bavaria 0 0 1 0 0
bay 7 0 0 13 5
baybank 0 0 0 0 1
bayer 0 0 0 0 17
bayerisch 0 0 0 0 1
bayernverein 0 0 0 0 1
bayli 0 0 0 2 0
bayou 0 0 0 13 0
baytown 1 0 0 0 0
bayvet 0 0 0 0 1
bbc 2 0 0 0 3
bbdo 0 0 0 0 1
bbl 38 0 0 0 0
bblday 1 0 0 0 0
bbn 0 0 0 1 0
bc 0 0 0 1 9
bced 0 0 0 0 2
bcf 3 0 0 0 1
bci 0 0 0 1 0
bcw 0 0 0 2 0
bd 1 0 0 0 0
bdding 0 0 0 1 0
bdm 0 0 0 0 2
bdp 0 0 0 1 0
be 379 523 462 1201 644
beach 1 0 0 11 0
beacon 1 0 0 0 0
beall 0 0 0 0 6
bean 0 9 0 3 0
bear 0 3 7 12 13
beard 0 0 0 0 1
bearer 0 0 0 2 7
bearish 2 2 11 1 0
beasley 0 0 0 0 1
beat 1 0 0 2 1
beaten 0 0 1 0 0
beatlebegan 0 0 0 1 0
beaubien 1 0 0 0 1
beaufort 1 0 0 1 1
beaumont 0 0 0 2 0
beaus 0 0 0 0 1
beauti 0 0 0 6 1
beauticontrol 0 0 0 0 1
beaver 0 0 0 5 0
becam 2 3 2 7 7
becasu 0 0 0 0 1
becaus 89 86 95 107 102
becker 0 0 1 0 0
beckett 0 0 0 0 2
beckman 0 0 0 0 1
becom 24 12 27 69 13
becomlet 0 0 0 1 0
becor 0 0 0 11 0
becuas 0 0 0 1 0
bed 0 0 0 1 0
bedford 0 0 0 0 1
beeba 0 0 0 5 0
beecham 0 0 0 6 0
beechcraft 0 0 0 1 0
beef 0 9 1 6 0
been 139 156 187 294 149
beer 0 0 0 1 0
beerman 0 0 0 1 0
beet 0 4 0 3 0
befir 0 0 0 0 1
befor 51 22 86 91 126
begain 0 0 0 1 0
began 13 13 21 30 13
begin 26 29 31 29 28
beginn 0 1 0 1 0
begun 0 3 7 8 2
behalf 2 0 9 14 0
behind 4 2 23 2 10
bei 0 0 0 2 1
beijar 0 0 0 1 0
beirut 0 0 1 0 0
bejam 0 0 0 0 1
bel 0 0 0 0 1
belcher 0 0 0 0 1
belden 0 0 0 0 1
beleggineng 0 0 0 1 0
beleggingen 0 0 0 1 0
beleggingscompagni 0 0 0 0 1
belfast 0 0 0 1 0
belg 0 2 0 0 3
belgian 0 0 10 11 3
belgianown 1 0 0 0 0
belgiqu 0 0 0 1 1
belgium 1 7 7 6 0
belgofactor 0 0 0 2 0
belgrad 0 5 0 0 0
belief 5 2 5 7 0
believ 34 16 49 92 35
beliv 0 0 0 1 0
belkacem 2 0 0 0 0
belkin 0 0 0 3 0
bell 0 1 0 22 20
bellet 0 0 0 1 0
bellevu 0 0 0 1 0
belli 2 0 0 0 0
bellltsbc 0 0 0 0 1
bellofram 0 0 0 1 0
bellsouth 0 0 0 4 2
belong 1 1 0 4 1
below 67 31 58 19 30
belowaverag 0 1 0 0 0
belowbudget 0 0 0 0 1
belownorm 0 1 0 0 0
belowsix 0 0 1 0 0
belt 1 11 0 0 0
belveder 0 0 0 0 1
belzberg 0 0 0 1 1
ben 0 0 0 0 2
benbow 4 0 0 0 0
bench 0 0 0 3 0
benchmark 18 0 1 0 0
bend 0 0 0 1 1
beneath 0 0 2 0 0
benedetti 0 0 0 1 0
benefici 1 1 4 26 5
beneficiari 1 1 1 0 4
benefit 25 18 13 28 60
benequ 0 0 0 9 0
benetton 0 0 0 4 0
benguet 0 0 0 0 1
benjamin 0 0 0 1 1
benn 0 0 0 0 1
bennack 0 0 0 1 0
bennigan 0 0 0 0 1
benson 0 0 2 3 4
bentsen 3 0 0 0 0
benz 0 0 0 0 1
beom 0 0 0 1 0
beranek 0 0 0 2 0
berckman 0 0 0 0 2
bere 1 0 0 1 0
bergdorf 0 0 0 0 1
bergen 0 0 0 0 1
berger 0 0 4 0 0
bergslag 0 0 0 2 0
bergsten 0 0 5 0 0
berisford 0 0 0 4 1
berkshir 0 0 0 0 1
berlin 0 2 1 1 5
berman 0 0 0 1 0
bermuda 0 0 0 0 1
bermudabas 0 0 0 2 0
bern 5 0 0 0 0
bernard 0 2 0 0 2
bernardino 0 0 0 1 0
bernbach 0 0 0 0 1
bernoulli 0 0 0 0 1
bernstein 2 0 0 0 5
berr 1 0 0 0 0
berri 0 0 0 6 0
bert 0 2 0 0 1
berth 0 3 0 0 0
berthsiz 0 0 1 0 0
bertramtrojan 0 0 0 0 1
beryl 0 0 2 0 0
beshir 0 0 1 0 0
besid 2 1 1 4 1
bess 0 0 0 1 0
bessem 0 0 0 2 0
best 6 6 10 31 17
bestdsl 0 0 0 1 0
bestperform 1 0 0 0 0
bet 1 0 0 1 0
beta 0 0 0 0 1
betaformat 0 0 0 0 2
beteiligungsag 0 0 0 0 1
better 17 15 25 25 52
betterthanexpect 0 0 2 0 0
between 52 127 105 122 56
betwen 0 0 1 0 0
beutel 1 0 0 0 0
beverag 0 4 0 11 4
beverli 0 0 0 4 0
bevi 0 0 0 1 0
beyond 2 0 4 11 9
bf 0 0 0 2 2
bfg 0 0 0 0 10
bfi 0 0 0 0 1
bh 0 0 0 1 0
bhagat 0 2 0 0 0
bhd 0 0 0 4 5
bhf 0 0 1 0 0
bhp 0 0 0 13 16
bhputah 0 0 0 1 0
bi 0 0 2 0 2
bia 0 1 2 0 0
biannual 1 0 0 0 0
bic 0 0 0 1 1
bicc 0 0 0 0 1
bicoast 0 0 0 3 0
bicycl 0 0 0 0 2
bid 21 54 32 376 17
bidder 4 0 6 29 0
bieber 0 0 0 1 0
biffex 0 5 0 0 0
big 4 7 15 10 13
bigelow 0 0 0 0 9
bigger 3 1 3 2 1
biggest 10 2 2 8 9
bijan 1 0 0 0 0
bil 0 0 0 30 0
bilater 1 1 2 1 0
bilion 1 0 0 1 3
bill 9 103 211 18 4
billard 0 0 0 0 1
billboard 0 0 0 7 0
billion 164 82 462 218 1121
billioncanadiandlr 0 0 0 0 1
billiondlr 0 0 0 2 1
billiondlrleverag 0 0 0 1 0
billiondlroff 0 0 0 1 0
billionmark 0 0 0 0 1
billlion 1 0 0 0 0
billon 0 0 2 0 0
billow 2 0 0 0 0
biltmor 0 0 0 5 0
bilzerian 0 0 0 13 0
bin 2 0 0 0 0
bind 0 1 1 7 0
bindley 0 0 0 0 1
bing 0 0 0 0 1
binion 0 0 0 1 0
bink 0 0 0 0 1
biochem 0 0 0 0 2
biogen 0 0 0 2 0
biolog 0 0 0 0 1
biomed 0 0 0 0 3
biomet 0 0 0 0 2
bionom 0 0 0 0 3
biopharmaceut 0 0 0 1 0
biopool 0 0 0 7 0
biosearch 0 0 0 0 1
biosystem 0 0 0 0 1
biotech 0 0 0 2 1
biotechnolog 0 0 0 10 5
bipolar 0 0 1 0 0
bird 0 0 0 1 0
birdair 0 0 0 2 0
birmingham 0 0 0 1 0
birney 0 0 0 0 2
birr 1 0 0 0 0
birthday 0 0 2 0 0
biscuit 0 0 0 1 4
bishop 0 0 0 3 0
bit 2 1 8 8 5
bite 0 0 1 0 0
bitter 0 1 0 0 0
bitterli 1 0 0 0 0
biw 0 0 0 0 1
bj 0 0 0 1 1
bjoern 1 0 0 0 0
black 0 1 7 6 3
blackburn 0 0 0 1 2
blackman 0 0 0 1 0
blair 0 2 0 0 0
blake 0 0 0 0 1
blame 4 0 1 0 6
blanca 0 3 0 0 0
blanket 0 1 1 0 0
blasiu 0 0 0 0 1
blast 0 1 0 0 0
bleak 3 0 0 0 0
blend 4 0 0 0 0
blender 0 0 0 0 2
bless 0 0 0 1 0
blife 0 0 0 1 0
blind 0 0 0 0 3
bln 0 0 0 0 1
bloat 1 0 0 0 0
bloc 0 0 2 0 0
bloch 0 0 0 0 5
block 31 2 5 60 16
blockad 2 0 0 0 0
blockbust 0 0 0 8 1
blocker 0 0 0 0 1
bloedel 0 0 0 0 4
blood 0 0 1 8 0
bloodbath 0 0 1 0 0
blow 4 1 1 1 0
blown 0 0 1 0 0
blue 0 0 0 5 1
bluebellaltamont 1 0 0 0 0
bluechip 0 0 0 2 1
bluefield 0 0 0 0 2
bluefish 0 0 0 1 0
blueprint 1 0 1 0 0
bluf 0 0 0 1 0
bluff 0 0 0 1 0
bluffton 0 0 0 1 0
blunt 0 0 0 1 0
bmc 0 0 0 0 1
bmd 0 0 0 0 1
bnl 0 0 0 5 3
bnp 0 0 0 2 0
board 11 58 41 427 200
boardwalk 0 0 0 1 0
boart 0 0 0 1 0
boartmsa 0 0 0 1 0
boasrd 0 0 0 1 0
boast 0 0 0 0 1
boat 3 2 0 1 3
bob 1 3 0 1 0
bobbi 0 0 0 0 1
boc 0 0 0 1 0
boddington 0 0 0 0 5
bode 0 1 1 0 0
bodi 2 2 3 9 6
boe 0 0 0 2 4
boersen 0 0 1 0 0
boersenzeitung 0 0 0 0 1
boeski 0 0 0 2 0
bofor 0 0 0 2 0
bogart 0 0 0 0 1
bogen 0 0 0 3 0
boi 0 0 0 0 1
boiler 1 0 0 0 1
bois 0 0 0 5 0
boisseau 0 0 0 1 0
bojangl 0 0 0 7 1
bokma 0 0 0 1 0
bold 2 0 0 2 1
boliden 0 0 0 28 6
bolivar 3 0 0 0 9
bologna 0 0 0 1 0
bolster 3 2 5 1 3
bolt 0 1 0 3 0
boltz 0 0 2 0 0
bomani 0 1 0 0 0
bomb 4 2 0 0 1
bombay 0 0 0 4 2
bonanza 2 0 0 0 2
bond 8 6 102 51 18
bonn 0 0 10 1 0
bonnevil 0 0 0 0 1
bonni 4 0 0 0 0
bonu 1 69 0 1 36
bonus 0 9 0 0 4
book 1 9 6 22 37
booker 0 0 0 0 3
booksel 0 0 0 0 1
boom 4 0 3 1 0
boon 3 0 0 3 1
boost 31 14 32 36 27
boostfor 0 0 0 1 0
boot 0 2 0 5 0
booth 0 0 0 0 1
bootl 0 0 1 0 0
borad 0 0 0 1 0
bordeaux 0 1 0 0 0
border 2 3 1 0 3
bore 1 0 0 0 0
boreali 0 0 0 4 0
borealiss 0 0 0 1 0
borenboschwitiz 0 1 0 0 0
borenboschwitz 0 1 0 0 0
borg 0 0 0 5 0
borgwarn 0 0 0 79 0
bork 0 0 0 4 0
borman 0 0 0 3 2
born 0 0 1 0 1
borough 0 0 0 1 0
borrow 6 2 32 14 23
boschwitz 0 9 0 0 0
boss 0 0 0 1 0
boston 1 0 0 47 17
bostonbas 0 0 0 2 0
both 43 24 37 110 131
bottl 1 0 0 11 0
bottler 0 1 0 0 0
bottom 7 3 3 1 8
bougainvil 0 0 0 0 1
bought 7 33 78 156 17
boulangeri 0 0 0 1 0
boulder 0 0 0 0 1
bouldikian 0 0 3 0 0
bounc 0 0 2 0 0
bound 3 2 3 1 0
boundari 0 2 1 0 0
bounti 0 1 0 0 1
bourdain 0 0 2 0 0
bours 0 0 0 4 9
boutiqu 0 0 0 2 0
bouy 1 0 0 0 0
bouygu 0 0 0 2 0
boveri 0 0 0 0 4
bow 0 0 2 8 0
bowcan 0 0 0 1 0
bowl 0 0 0 0 5
bown 0 0 0 0 2
box 0 0 0 3 3
boxboard 0 0 0 1 0
boy 0 0 0 0 2
boycot 0 0 1 0 0
boycott 7 0 8 0 0
boyd 0 0 0 0 1
boysmanni 0 0 0 0 1
bp 22 0 0 48 4
bpd 338 0 0 1 1
bpgf 0 0 0 1 0
bpi 0 0 0 10 0
bpl 1 0 0 0 0
bpltbp 1 0 0 0 0
braatz 0 0 0 0 2
brace 0 1 1 18 1
bracera 0 2 0 0 0
bracho 2 0 0 0 0
bracken 0 0 0 0 1
bracket 0 4 1 0 0
brad 0 0 0 0 1
bradburi 0 0 0 1 0
braddock 0 0 0 0 2
bradenton 0 0 0 1 0
bradi 0 0 0 2 0
bradley 0 0 0 0 6
bradstreet 1 0 0 0 0
brae 0 0 0 0 2
brake 1 0 3 0 0
bramalea 0 0 0 3 0
bramham 0 0 0 1 0
bran 0 1 0 0 0
branch 0 2 9 41 19
brancho 1 0 0 0 0
brand 0 0 0 17 14
brandi 0 0 0 1 0
brandman 0 0 0 2 0
brandnew 0 0 0 1 0
brandon 0 0 0 3 0
brandstrom 0 0 0 1 0
branford 0 0 0 1 0
braniff 0 0 0 0 1
branitzki 0 0 0 0 2
brannam 0 0 0 0 1
branpolard 0 1 0 0 0
branpollard 0 1 0 0 0
braod 0 0 0 1 0
braodacast 0 0 0 1 0
brascan 0 0 0 0 1
brasil 3 0 2 0 1
brasileiro 1 0 0 0 0
brasilia 1 1 0 0 0
brass 1 0 0 1 0
braud 0 1 0 0 0
braverman 0 0 5 0 0
brazil 57 21 15 17 60
brazilcanada 0 0 0 0 1
brazilian 10 5 5 3 28
breach 2 0 2 5 2
bread 0 10 0 0 1
breadmak 0 2 0 0 0
break 9 8 8 4 11
breakdown 1 10 1 0 1
breakeven 0 2 0 1 8
breakfast 1 0 1 1 0
breakneck 1 0 0 0 0
breakout 1 0 2 0 0
breakthrough 0 1 0 0 0
breakup 0 0 0 15 0
breakwat 0 1 0 12 0
breast 0 0 0 4 0
breath 0 0 2 0 0
breather 0 0 1 0 0
breawat 0 0 0 1 0
bred 0 0 0 0 2
breed 0 1 0 1 0
breeder 0 0 0 2 0
brenco 0 0 0 0 1
brennan 0 0 0 0 8
brent 10 0 0 0 0
brentgrad 1 0 0 0 0
breslub 0 0 0 2 0
brett 0 0 3 0 0
brew 0 0 0 10 2
brewer 0 0 0 4 2
breweri 0 0 0 9 1
brian 1 3 0 4 2
briarcliff 0 0 0 0 1
bribe 0 0 1 0 1
briberi 0 0 0 0 1
bridg 5 0 1 9 0
bridgewat 0 0 0 0 1
brief 7 0 4 6 4
briefli 2 0 0 1 0
brierley 0 0 0 7 0
bright 1 0 0 0 0
brighten 0 0 0 0 1
brighter 0 0 0 0 1
brightest 1 0 0 0 0
brighton 0 0 0 0 1
brine 0 0 0 0 2
bring 30 12 40 22 12
brinkman 0 0 0 1 0
brisban 0 1 0 1 1
brisk 0 0 1 0 0
bristol 0 0 0 2 1
bristolmey 0 0 0 1 0
bristolmy 0 0 0 5 1
britain 9 10 66 17 7
britian 1 0 0 0 0
british 26 18 39 66 37
britishbas 0 1 0 0 0
britishlist 0 0 0 1 0
britoil 0 0 0 0 3
brittani 0 0 0 0 1
britton 0 0 0 0 2
brli 0 1 0 0 0
brnf 0 0 0 0 1
bro 0 0 0 5 0
broad 3 3 11 6 5
broadacast 0 0 0 1 0
broadbas 1 0 1 1 0
broadcast 2 1 1 70 11
broadcastinglttfb 0 0 0 1 0
broaden 1 2 0 5 3
broader 1 4 3 4 0
broadli 0 0 17 1 2
broadlybas 1 0 0 0 0
broadrang 0 1 0 0 0
broadscal 0 1 0 0 0
broadview 0 0 0 0 1
brochur 0 0 0 1 0
broke 2 2 2 6 3
broken 2 3 2 8 5
broker 0 3 26 22 8
brokerag 2 0 0 49 10
bronfman 0 0 0 1 0
bronstein 0 0 0 0 2
brook 0 0 1 10 2
brookehil 0 0 0 2 0
brooklyn 0 0 0 0 1
brooksvil 0 0 0 2 2
broom 0 0 0 1 0
brother 7 1 9 41 9
brougher 0 0 0 3 1
brought 10 8 13 7 7
browingferri 0 0 0 0 1
brown 0 2 1 35 23
brownafg 0 0 0 1 0
brownforman 0 0 0 0 9
browningferri 0 0 0 0 2
brownsvil 0 1 0 0 0
bruce 2 0 0 5 2
bruk 0 0 0 0 1
brunei 0 0 0 3 0
brunswick 0 0 0 0 12
brunswig 0 0 0 0 1
brunthav 0 2 0 0 0
brusca 0 0 2 0 0
brush 0 0 0 2 0
brussel 1 6 0 3 0
bruxel 0 0 0 1 3
bryan 0 0 0 2 0
bryn 0 0 0 0 2
bryson 0 0 0 5 0
bsc 0 0 2 0 0
bsi 0 0 0 4 3
bsm 0 2 0 0 0
bsn 0 0 0 2 3
btr 0 0 0 5 1
btu 2 0 0 0 0
bu 2 7 0 4 1
bubbl 2 0 2 0 0
buccan 0 0 0 1 1
buchanan 1 0 0 0 0
buchanansmith 2 0 0 0 0
buchbind 0 0 0 0 2
buck 0 0 0 0 1
buckhannon 0 0 0 2 0
buckhorn 0 0 0 6 5
buckler 2 0 0 0 0
buckley 0 0 0 1 0
buckstein 0 0 0 6 0
buckwheat 0 0 1 0 0
bud 0 1 1 1 0
budd 0 0 0 1 0
budg 0 1 2 0 0
budget 43 29 88 8 13
budgetari 1 0 1 0 1
budgetcut 0 1 0 0 0
budgetsav 0 0 1 0 0
budyka 0 1 0 0 0
buechler 0 0 0 0 2
buehler 0 0 0 0 1
buena 1 0 0 0 0
bueno 0 23 0 0 0
buffer 0 11 0 0 0
buffton 0 0 0 3 4
bug 0 0 0 1 0
bugdet 1 0 0 0 0
buhindi 0 0 1 0 0
buidl 0 0 0 1 0
build 20 8 7 33 24
builder 0 0 0 16 1
buildier 0 0 0 1 0
buildup 0 0 1 2 0
built 6 2 1 1 6
buit 0 0 0 1 0
buitoni 0 0 0 4 0
bulg 0 0 0 1 0
bulgaria 0 1 0 0 0
bulk 3 17 4 5 5
bulkbag 0 1 0 0 0
bull 0 0 1 12 15
bulletin 3 2 3 0 0
bulli 0 0 0 2 0
bullion 0 0 2 0 1
bullish 14 3 7 0 2
bullmoos 0 0 0 0 1
bumpei 0 0 2 0 0
bumper 0 2 1 0 0
bunch 1 0 0 0 0
bundesbank 0 0 134 0 0
bundrant 0 0 0 1 0
bung 0 2 0 0 0
bunker 0 1 0 0 0
buold 0 0 0 0 1
buoy 0 0 3 1 1
buoyant 0 1 2 1 3
buoyload 1 0 0 0 0
burden 4 2 9 0 7
burdensom 0 0 0 1 0
burdett 0 0 0 7 0
bureacraci 1 0 0 0 1
bureau 0 12 3 2 1
bureaucraci 0 1 0 0 1
bureaucrat 0 0 1 0 0
burgan 0 0 1 0 0
burger 0 0 0 3 3
burgess 0 4 0 0 0
burglar 0 0 0 1 0
buri 0 0 2 0 0
burk 0 0 0 2 0
burlington 0 3 0 4 3
burma 0 2 0 0 0
burmes 0 1 0 0 0
burn 0 2 1 5 1
burnet 0 0 0 1 0
burnham 0 2 0 14 7
burnup 0 0 0 0 1
burpe 0 0 0 3 0
burrbrown 0 0 0 0 3
burri 0 0 0 0 3
burst 1 0 2 0 1
burt 0 0 0 1 0
buse 0 0 0 1 1
bush 0 0 0 0 2
bushel 1 98 0 0 0
bushnel 0 0 0 2 0
busi 14 22 44 328 231
businesess 1 0 0 0 0
businessman 0 0 2 8 0
businessmen 8 0 9 1 0
buster 0 1 0 0 0
bustup 0 0 0 1 0
but 255 217 416 350 280
butan 0 0 0 1 0
butcher 0 0 0 1 0
butler 0 0 0 11 2
butter 0 3 0 0 0
buttros 0 0 3 0 0
buy 29 84 114 605 43
buyback 0 0 0 4 13
buyer 22 17 6 48 3
buyout 0 0 0 110 4
buysid 0 0 1 0 0
bv 0 0 0 7 1
bwa 0 0 0 5 0
bwb 0 3 0 0 0
by 457 377 537 1108 651
byelorussia 0 1 0 0 0
byer 0 0 4 0 0
bylaw 0 0 0 0 1
byproduct 0 1 0 1 0
byron 1 1 0 1 0
bzw 0 0 0 0 2
c 1 14 2 31 9
ca 0 0 0 1 2
cabbag 0 0 0 0 1
cabinet 5 8 1 2 0
cabinetlevel 0 3 0 0 0
cabl 0 0 5 88 18
cablesystem 0 0 0 2 0
cablevis 0 0 0 6 0
cabot 0 0 0 0 1
cacex 0 0 2 0 0
cadburi 0 0 0 0 1
caecl 0 0 1 0 0
caesar 0 0 0 89 9
caf 2 2 0 0 0
cafe 0 0 0 2 0
cafeteria 0 0 0 1 1
caico 0 0 0 1 0
cairo 0 2 0 1 1
caiss 0 0 2 0 5
cake 0 2 0 1 0
calcul 6 12 6 4 13
caldwel 0 0 2 0 0
caledonian 0 0 0 4 2
calend 1 0 0 0 1
calendar 2 12 3 2 15
calgari 1 0 0 3 2
calgarybas 0 0 0 1 0
calif 1 0 0 33 2
califbas 0 0 0 3 1
califoirnia 0 0 0 0 1
californai 0 0 0 1 0
california 25 1 0 44 19
californiabas 0 0 0 5 0
californian 0 0 0 1 1
caljet 1 0 0 0 0
call 49 30 83 85 20
calldlr 0 0 1 0 0
callebaut 0 0 0 10 0
callicoon 0 0 0 3 0
callon 0 0 0 0 1
calm 4 1 9 0 0
calmar 0 0 0 5 0
calmark 0 0 0 1 0
calmat 0 0 0 3 0
calmer 1 0 0 0 0
calni 0 0 0 20 0
calor 0 0 0 0 1
calprop 0 0 0 0 1
caltex 3 0 0 0 0
calvet 0 0 0 0 4
cam 0 3 0 0 0
cambior 0 0 0 0 1
cambist 0 0 3 0 0
cambridg 2 0 0 3 4
camco 0 0 0 3 2
camdessu 0 0 2 0 0
came 12 2 20 14 11
camera 0 0 0 6 2
camerarecord 0 0 0 0 1
cameron 1 0 0 0 0
camp 1 0 0 4 0
campaign 2 9 0 2 2
campbel 0 0 1 4 12
campeau 0 0 0 4 0
campech 1 0 0 0 0
campo 1 0 0 0 0
can 38 39 67 71 40
canada 58 52 62 99 82
canadaegypt 0 1 0 0 0
canadaina 1 0 0 0 0
canadaltunia 0 0 0 1 0
canadau 0 1 0 0 0
canadian 49 61 27 107 63
canadianbas 0 0 0 1 0
canadianl 3 0 0 0 0
canadianown 0 0 0 0 1
canakkal 1 0 0 0 0
canal 0 4 0 0 2
canamax 0 0 0 2 0
canari 0 2 0 0 0
canbra 0 0 0 0 7
cancel 14 5 0 8 9
cancer 0 0 0 2 0
candi 0 0 0 3 0
candid 0 0 1 6 3
candidaci 0 0 0 2 0
candor 0 1 0 0 0
cane 0 5 0 0 0
cannon 0 0 0 5 3
cannot 9 6 20 13 3
cannt 0 0 0 0 1
cano 2 0 0 0 0
canon 0 0 0 0 2
canot 1 0 0 0 0
canrad 0 0 0 3 0
canron 0 0 0 0 1
canstar 0 0 0 1 0
cant 0 0 4 7 0
cantarel 1 0 0 0 0
canterburi 0 0 0 0 1
canterra 4 0 0 0 0
canton 0 0 0 2 0
cantrex 0 0 0 4 0
canyon 0 0 0 0 2
cap 0 4 2 5 6
capabl 4 1 0 2 3
capac 44 4 1 13 22
capciti 1 0 0 0 0
capco 0 0 0 0 1
capel 0 0 3 9 8
capistrano 0 0 0 1 0
capit 19 6 67 188 184
capita 0 2 1 0 1
capitalis 0 0 0 7 2
capitalist 0 1 0 0 0
capitol 0 2 0 0 7
capozza 1 0 0 0 0
captain 1 0 0 0 0
captial 0 0 0 0 2
captiv 2 0 0 6 0
captur 0 2 1 0 2
caputo 0 2 0 0 0
car 0 4 1 30 34
cara 0 0 0 1 0
caraca 8 0 0 2 0
caracasbas 1 0 0 0 0
carbid 0 0 0 13 5
carbon 1 0 0 1 2
carbozulia 2 0 0 0 0
carburetor 0 0 0 0 1
carburo 0 0 0 1 0
carcas 0 1 0 0 0
card 0 1 2 11 7
cardena 1 0 0 0 0
cardi 0 0 0 4 0
cardin 0 0 0 0 3
cardiolog 0 0 0 1 0
cardiovascular 0 0 0 3 1
cardizem 0 0 0 0 3
care 4 5 13 40 13
career 0 0 0 0 1
careercom 0 0 0 4 0
careplu 0 0 0 5 1
carey 0 0 0 0 1
cargil 0 22 0 0 0
cargo 13 13 0 3 2
carib 1 0 0 0 1
caribbean 6 0 0 0 0
carl 1 0 0 31 1
carlberg 0 0 0 1 0
carlisl 0 0 0 1 0
carlo 3 0 0 2 0
